player_id;player_name;player_nickname;last_team_id;last_team_name;last_team_acronym
21;Felipe Gustavo Da Silva;Felipe;10;Araraquara;ARA
22;Francisco Tardivo Delben;Chico;19;São José;SJO
23;Arlindo Gomes Baltazar Neto;Neto;18;Pinheiros;PIN
25;Deivisson Dos Santos Costa;Deivisson;19;São José;SJO
26;Jhonatan Luz dos Santos;Jhonatan;2;Flamengo;FLA
28;Ricardo Leopoldo de Azevedo;Ricardo;23;L. Sorocabana;LSB
29;Thyago Taroni Aleo;Thyago Aleo;52;Palmeiras;PAL
30;Matheus dos Prazeres Costa;Matheus;14;Franca;FRA
31;Arthur Luiz Belchor Silva;Arthur;282;Brasília;BSB
33;Frederico Rossi Dos Santos;Rossi;3;Brasília Antigo;BRA
34;Márcio Santos Cipriano;Cipriano;23;L. Sorocabana;LSB
35;Rafael Rodrigues;Mineiro;19;São José;SJO
36;José Estevam Ferreira Junior;Estevão;129;Rio Claro;RCB
38;Cláudio Antônio Gomes Clemente;Brasília;20;Uberlândia;UBE
39;Diego Pinheiro Da Silva;Diego;3;Brasília Antigo;BRA
40;Audrei Parisotto;Audrei;16;Minas;MIN
43;Shilton Alessanco dos Santos;Shilton;16;Minas;MIN
44;Bernardo Guimarães  Barreto;Bernardo;20;Uberlândia;UBE
45;Evandro Fernandes Pinto;Soró;23;L. Sorocabana;LSB
46;Douglas De Paulo Viegas;Viegas;1;Joinville;JOI
48;Eduardo Citrangolo Barbosa;Barbosa;25;Londrina;LON
50;Augusto Cesar Bresolin Goes;Augusto;1;Joinville;JOI
51;Eric Aparecido Soares;Eric;55;Suzano;SUZ
52;Marcos Martins da Rosa;Marcão;1;Joinville;JOI
53;Raul Oliveira Rodrigues;Raul;20;Uberlândia;UBE
54;Vinicius Bristott;V. Bristott;1;Joinville;JOI
55;Andre Luiz G. de Oliveira;Andre;24;Saldanha;SAL
56;Jamison Rudy Van Brewer;Brewer;18;Pinheiros;PIN
57;André Luiz Bresolin Góes;André Goes;54;Mogi;MOG
58;Alexandre Henrique Santos Pinheiro;Xande;16;Minas;MIN
59;Manuil Egídio Leal De Souza;Manuil;21;Espírito Santo;ESB
60;Robson Coimbra Vesper;Robson;21;Espírito Santo;ESB
62;Tiago Valentim de Lima;Tiagão;268;Joinville / AABJ;JLE
63;Johnnie Nascimento Silva Reis;Johnnie;21;Espírito Santo;ESB
64;James Clarence Parker;Jay Parker;21;Espírito Santo;ESB
65;Bruno Lira Barbosa da Silva;Bruno;21;Espírito Santo;ESB
66;Magen Pharez McNeil;McNeil;21;Espírito Santo;ESB
68;Rodrigo Alves Maistro;Biro;130;Campo Mourão;CMO
70;Jefferson de Souza Sobral;J. Sobral;23;L. Sorocabana;LSB
71;Harper Terry Williams;Williams;14;Franca;FRA
72;Tramaine Deshaun Stevens;Stevens;21;Espírito Santo;ESB
75;Rodrigo Pereira Santos Bispo;Rodrigo Bahia;29;Tijuca;TIJ
78;Guilherme Giovannoni;Giovannoni;279;Corinthians;COR
80;José Anibal Arantes Limonta Silva;Zezinho;26;Assis;ASS
81;Anderson Eurípedes Ferreira;Mosso;16;Minas;MIN
84;Jonh Albert Thomas;Thomas;26;Assis;ASS
85;André de Souza Silva;Andrezão;282;Brasília;BSB
86;Guilherme Filipin Alves Pereira;Filipin;54;Mogi;MOG
91;Hélio Rubens Garcia Filho;Helinho;14;Franca;FRA
93;Felipe Taddei;Taddei;130;Campo Mourão;CMO
95;Ricardo Luis Probst;Ricardo Probst;1;Joinville;JOI
96;Cauê Borges dos Santos;Cauê;267;Botafogo;BOT
97;Cauê Verzola de Freitas;Cauê;53;Basq. Cearense;CEA
99;Luis  Fernando de Souza;L. Fernando;18;Pinheiros;PIN
100;Lucas Daniel Tischer;Tischer;129;Rio Claro;RCB
101;Thiago Melo;Thiaguinho;18;Pinheiros;PIN
102;Leonardo Di Pacce Dos Santos;Morro;18;Pinheiros;PIN
104;Paulo Rogerio Nery;Paulo Nery;278;UNIFACISA;UFC
105;Jimmy Dreher de Oliveira;Jimmy;14;Franca;FRA
106;Rodrigo Reis Silva;R. Piru;278;UNIFACISA;UFC
107;Rafael Ferreira de Sousa;Mineiro;2;Flamengo;FLA
108;Wanderson Camargo Trigueiro;Wanderson;16;Minas;MIN
112;Paulo Henrique Rossito;Paulão;26;Assis;ASS
113;Paulo Fernando Moreira De Castro;Paulão;19;São José;SJO
114;Aristides Josuel Dos Santos;Josuel;18;Pinheiros;PIN
117;Renato Lamas Pinto;Renato Lamas;15;Limeira;LIM
118;Bruno Enrico Mortari;Bruno Mortari;18;Pinheiros;PIN
119;Cesar Luiz Fabretti Araújo;César;130;Campo Mourão;CMO
121;Nailson Cunha da Silva;Nailson;25;Londrina;LON
122;Fernando Martins Alvim;Fernando;87;Macaé Basquete;MAC
124;Leonardo Quadrado;Léo;25;Londrina;LON
126;Jose Guilherme Nascimento Haas;Haas;25;Londrina;LON
127;Charles Darius Clark;Clark;25;Londrina;LON
130;Rafael Donatti Alves Maia;Maia;17;Paulistano;CAP
131;Julio Cesar De Toledo;Julio;10;Araraquara;ARA
133;Chandler Yury Chaves;Chandler;19;São José;SJO
134;José Roberto Nardi Duarte;Betinho;18;Pinheiros;PIN
135;Antonie Mathew Stockman;Tony;26;Assis;ASS
137;Shamell Jermaine Stallworth;Shamell;285;São Paulo Futebol Clube;SAO
138;Luis Fernando da Silva;Luisinho;23;L. Sorocabana;LSB
140;Eduardo Mariano de Oliveira;Edu Mariano;222;Vitória;VIT
145;Renato Carbonari;Renato;13;Bauru;BAU
146;Guilherme Pereira Deodato;Deodato;16;Minas;MIN
147;Alexandro da Silva de Oliveira;Alex;53;Basq. Cearense;CEA
148;Everton Vinicius De Moraes;Everton;13;Bauru;BAU
149;Fernando Fischer;F. Fischer;53;Basq. Cearense;CEA
151;Edwandersson Carvalho;Eddy;17;Paulistano;CAP
152;Hélio Vitor Luiz da Costa Lima;Hélio;19;São José;SJO
153;Frederico Lima Santos;Fred;210;Caxias do Sul;CAX
154;Jefferson William Andrade da Silva Antônio;Jefferson;285;São Paulo Futebol Clube;SAO
155;Luiz Felipe Campos Lemes;Luiz Felipe;23;L. Sorocabana;LSB
156;André Luiz Chueri da Silva Barbosa;Dedé Barbosa;2;Flamengo;FLA
157;Vitor Boccardo;Vitor;2;Flamengo;FLA
158;João Gabriel Abreu Fidélis;João;22;Vitória (ES);VIT
159;William Fournou Drudi;Drudi;23;L. Sorocabana;LSB
161;Thiago Perez Pereira da Silva;Perez;16;Minas;MIN
162;João Vicente Guerra Alves;João;16;Minas;MIN
163;Jarjuan Stane Smith;Smith;16;Minas;MIN
164;Cristiano Silva Felício;Felicio;2;Flamengo;FLA
165;Leandro Da Cruz Silva;Leandro Silva;15;Limeira;LIM
166;Vinícius Villela Gobor;Vinícius;210;Caxias do Sul;CAX
167;Rodrigo César Silva;Rodrigo Silva;20;Uberlândia;UBE
168;Guilherme Santos Hubner;Guilherme;14;Franca;FRA
169;Jeffries;Jeffries;16;Minas;MIN
172;Lucas Moura Costa;Lucão;24;Saldanha;SAL
173;Wanderson De Jesus Jovino;De Jesus;22;Vitória (ES);VIT
174;Alessandro Magno Rocha Dos Santos;Casé;21;Espírito Santo;ESB
175;Thiago Farias Mathias Rosa;Mathias;53;Basq. Cearense;CEA
178;Marcos Vinícius Inácio;Vinicius;53;Basq. Cearense;CEA
180;Fernando Carneiro Coloneze;Coloneze;52;Palmeiras;PAL
182;Guilherme Frantz Teichmann;Teichmann;279;Corinthians;COR
187;Murilo Becker da Rosa;Murilo;285;São Paulo Futebol Clube;SAO
188;Facundo Luis Sucatzky;Sucatzky;16;Minas;MIN
189;Raul Togni Neto;Raulzinho;16;Minas;MIN
190;Chinwuba Uzoma Jeffersom Agba;Jeff;17;Paulistano;CAP
191;Rafael Paulo De Lara Araújo;Babby;18;Pinheiros;PIN
192;Larry James Taylor Jr;Larry;13;Bauru;BAU
193;Marcelo Magalhães Machado;Marcelinho;2;Flamengo;FLA
197;Eric;Eric;13;Bauru;BAU
203;Wagner Carvalho França Mattos;Wagner;239;Vasco da Gama;VAS
209;Marcio Borges;Turcão;14;Franca;FRA
210;Paulo Heitor Boracini;Paulinho;267;Botafogo;BOT
212;Daniel Campos Machado da Silva;Kaçamba;24;Saldanha;SAL
213;Leandro Sedenir Buboltz;Buboltz;26;Assis;ASS
214;Fúlvio Chiantia de Assis;Fúlvio;54;Mogi;MOG
215;Leonard Raye Mosley;Mosley;24;Saldanha;SAL
216;Renan Santos Lenz;Renan;285;São Paulo Futebol Clube;SAO
227;Daniel Hernan Hure;Hure;17;Paulistano;CAP
232;Rodrigo de Camargo Sant´anna;Rato;25;Londrina;LON
241;André Luiz Brugger De Mello Rodrigues;André;17;Paulistano;CAP
263;Ricardo Junqueira Giannecchini;Ricardo;26;Assis;ASS
267;Eduardo Magalhães Machado;Duda;19;São José;SJO
268;Marcellus Sarmento Câmara da Silva;Marcellus;239;Vasco da Gama;VAS
271;Thomas Lutke Gehrke;Gehrke;54;Mogi;MOG
273;Luiz Felipe Elizeu Mendes Ribeiro;Felipe;53;Basq. Cearense;CEA
275;Arnaldo de Souza Moreira Filho;Arnaldinho;267;Botafogo;BOT
277;Rafael Carlos Stabile Silva;Rafa Stabile;210;Caxias do Sul;CAX
278;Diego Dos Santos Augusto;Diego;10;Araraquara;ARA
284;Alírio Alves de Souza;Alírio;3;Brasília Antigo;BRA
285;João Victor Chaves Ramalho;João Victor;1;Joinville;JOI
286;Eduardo Augusto Reis Baeta;Feliz;26;Assis;ASS
287;Alfredo Luiz Perandini;Alfredo;23;L. Sorocabana;LSB
288;Fernando Ferreira Dos Reis;Fernando Reis;21;Espírito Santo;ESB
292;Otavio Augusto Troyano De Castro;Otávio;16;Minas;MIN
294;Flavio Aurélio Dos Santos Soares;Espiga;1;Joinville;JOI
295;Guilherme Barros Da Luz;Guilherme Luz;14;Franca;FRA
299;Daniel Nascimento Costa Souza;Daniel Filé;19;São José;SJO
304;Icaro Parisotto;Icaro;20;Uberlândia;UBE
308;Thiago Francisco Labbate;Labbate;13;Bauru;BAU
309;Fabricio Russo de Oliveira;Fabricio;54;Mogi;MOG
310;Gustavo Santos Pereira Lima;Gustavinho;279;Corinthians;COR
311;Daniel Andreev Conti;Daniel Conti;23;L. Sorocabana;LSB
315;Eric Arthur Romualdo;Tatu;129;Rio Claro;RCB
318;Luis Fernando Pascotti;Luis Fernando;15;Limeira;LIM
320;Andre Luiz Marques Ferreira Dos Santos;Mudo;52;Palmeiras;PAL
321;Mateus Nascimento Siqueira Dos Santos;Mateus;19;São José;SJO
324;Bruno Irigoyen;Bruno;210;Caxias do Sul;CAX
325;Omar Kennedy Bertolin Pereira;Omar;130;Campo Mourão;CMO
326;Thomaz de Moura Melazzo;T. Melazzo;17;Paulistano;CAP
327;Arthur Henrique Stela Bernardi;Arthur;17;Paulistano;CAP
329;Rodrigo Stefanelli Martins;Rodrigo;17;Paulistano;CAP
334;Rafael De Souza Fusco;Fusco;55;Suzano;SUZ
341;Guilherme Schneider;Schneider;19;São José;SJO
342;Joel Gabriel Muñoz Castillo;Muñoz;23;L. Sorocabana;LSB
348;Bruno Vieira da Cruz Langsdorff;Bruninho;239;Vasco da Gama;VAS
349;Charles Márcio Lopes E Silva;Charles;15;Limeira;LIM
351;André Luiz Quirino Pereira;A. Bambu;268;Joinville / AABJ;JLE
352;Anderson Jose De Oliveira;Anderson Tigrão;19;São José;SJO
355;Daniel Maurice Spillers;Spillers;14;Franca;FRA
357;Luciano Silva Jardim Starling;Luciano Starling;16;Minas;MIN
358;Fransérgio Gilberto Marques;Fransérgio;17;Paulistano;CAP
360;Pedro César Teruel Lima;Pedro;129;Rio Claro;RCB
363;Luis Guilherme Dos Santos;Robinho;19;São José;SJO
365;Ronald Ricardo Ramon Guerreiro;Ramon;2;Flamengo;FLA
366;Welington Reginaldo dos Santos;Nezinho;282;Brasília;BSB
367;Marcus Vinícius Vieira de Sousa;Marquinhos;2;Flamengo;FLA
368;Eduardo Farhat Caviglia;Edu Caviglia;54;Mogi;MOG
369;Erick Rodrigues Camilo;Erick;87;Macaé Basquete;MAC
370;Arthur José da Luz Casimiro;Arthur;18;Pinheiros;PIN
380;Amiel Erick Vega Morejon;Amiel14;22;Vitória (ES);VIT
381;Davi Rossetto de Oliveira Athayde;Davi;16;Minas;MIN
383;Maicon Bento Do Nascimento;Maicon;21;Espírito Santo;ESB
384;Leandro Cruvinel Miranda;Leandro ;20;Uberlândia;UBE
386;Hátila de Souza Passos;Hátila Passos;20;Uberlândia;UBE
389;Renato Scholz da Silva;Renato;13;Bauru;BAU
390;Luciano Ferreira de Souza Junior;Matão;26;Assis;ASS
392;Durelle Lamonte Brown;Durelle Brown;15;Limeira;LIM
393;Michel Ferreira do Nascimento;Michel;16;Minas;MIN
394;Luis Felipe Gruber;Gruber;54;Mogi;MOG
395;Douglas Angelo Nunes;Douglas Nunes;278;UNIFACISA;UFC
396;Fábio Santos de Oliveira;Fábio;96;Goiânia;GOI
399;Átila Sacramento dos Santos;Dos Santos;267;Botafogo;BOT
400;Gutemberg Pereira de Souza;Guto;210;Caxias do Sul;CAX
402;Max Gerhard Vater Neto;Max;2;Flamengo;FLA
404;Daniel Machado de Barros Castellar;Alemão;130;Campo Mourão;CMO
412;Matheus Dalla Barba;Matheus Dalla;19;São José;SJO
416;Dusan Radivojevic;Dusan;21;Espírito Santo;ESB
417;Maurice Levell Riddick;Riddick;54;Mogi;MOG
418;Robert Earl Owens II;Owens;21;Espírito Santo;ESB
419;Raphael Mancel da Silva;Rafu;22;Vitória (ES);VIT
420;Henrique Macia Alves da Cruz;Pilar;239;Vasco da Gama;VAS
422;Marcelo Deschamps Rabelo Ruediger;Marcelão;282;Brasília;BSB
423;Juan Pablo Figueroa;Figueroa;129;Rio Claro;RCB
424;Robby Stephen Collum;Collum;16;Minas;MIN
425;Robert Andrew Day;Robert Day;13;Bauru;BAU
426;Evander Cesar Pereira;Evander;54;Mogi;MOG
427;Lucas Cipolini Alves;Cipolini;14;Franca;FRA
428;Frederico Duarte Brito dos Santos;Fred Duarte;2;Flamengo;FLA
431;Ricardo Taboas de Bem;De Bem;87;Macaé Basquete;MAC
433;Elio Corazza Neto;Elinho;14;Franca;FRA
434;Lucas Pinheiro Taets;Taets;21;Espírito Santo;ESB
436;Brett Larry Winkelman;Winkelman;16;Minas;MIN
437;Ronald Rudson Rodrigues dos Reis;Ronald;282;Brasília;BSB
440;David Boyd Teague III;Teague;2;Flamengo;FLA
441;Deryk Evandro Ramos;Deryk;2;Flamengo;FLA
442;Joseph Delano Shipp Iii;Shipp;19;São José;SJO
444;Alex Donizete Passilongo;Alex Passilongo;55;Suzano;SUZ
445;Márcio da Silva Dornelles;Márcio;19;São José;SJO
446;Rogério Klafke;Rogério;53;Basq. Cearense;CEA
447;André Stefanelli Martins;Dedé;19;São José;SJO
448;Lucas Fernandes Mariano;Lucas;267;Botafogo;BOT
449;Fernando Feres Penna;F. Penna;129;Rio Claro;RCB
451;Lucas Miguel Avelino;Lucas;130;Campo Mourão;CMO
475;Bernard Gregory Robinson Jr;Robinson Jr;53;Basq. Cearense;CEA
476;Pedro Ignacio Calderon;Calderon;26;Assis;ASS
477;Marques Demtruis Lewis;Lewis;14;Franca;FRA
478;Ricardo Fischer;Fischer;279;Corinthians;COR
480;Valter Apolinario da Silva;Valtinho;13;Bauru;BAU
481;Alex Ribeiro Garcia;Alex;16;Minas;MIN
482;Carlos Alexandre Rodrigues do Nascimento;Olivinha;2;Flamengo;FLA
483;Vitor Alves Benite;Benite;2;Flamengo;FLA
484;Bruno Pires Fiorotto;B. Fiorotto;282;Brasília;BSB
485;Gege;Gege;2;Flamengo;FLA
530;George Frederico Torres Homem Chaia;Gegê;284;Pato Basquete;PAT
533;Adyb Natan Milhomem Fernandes;Adyb;16;Minas;MIN
536;Luis Otavio da Silva Vieira;Chupeta;23;L. Sorocabana;LSB
537;Diego Marques Resende;Diego;2;Flamengo;FLA
539;Márcio de Mattos Junior;Pitico;16;Minas;MIN
555;Leonardo Simões Meindl;Léo Meindl;285;São Paulo Futebol Clube;SAO
558;Antonio Elpidio Ferreira Junior;Antonio;278;UNIFACISA;UFC
562;Radames Diorgio da Silva Santos;Radamés;13;Bauru;BAU
566;Murilo Noceti Veloso;Murilo;87;Macaé Basquete;MAC
567;Pedro Henrique Cavalin de Macedo;PH Macedo;16;Minas;MIN
572;Lucas Lopes Duso;Duso;129;Rio Claro;RCB
575;Lucas Dias Silva;Lucas Dias;14;Franca;FRA
577;Vitor Machado Pinto e Silva;Vitor;18;Pinheiros;PIN
583;Bruno Felipe Vianna dos Santos;B. Felipe;3;Brasília Antigo;BRA
594;Carlos Eduardo Gonçalves Rosa;Cadu;13;Bauru;BAU
595;David Wayne Jackson Jr;David Jackson;14;Franca;FRA
596;Leandro Mateus Barbosa;Leandrinho;16;Minas;MIN
598;Caio Aparecido da Silveira Torres;C. Torres;18;Pinheiros;PIN
600;Feliciano Perez Neto;Feliciano;53;Basq. Cearense;CEA
610;Luan Pereira Xavier;Luan;20;Uberlândia;UBE
612;Durval Alves Prado Cunha;Durval;1;Joinville;JOI
626;Raphael Gomes Figueiredo;Raphael;23;L. Sorocabana;LSB
627;José Victor Ferreira Jerônimo;Jerônimo;268;Joinville / AABJ;JLE
629;Maxwell Dias Ribeiro;Maxwell;268;Joinville / AABJ;JLE
645;Kesley De Souza Araújo;Kesley Araújo;13;Bauru;BAU
646;Eduardo Campos Sommer;Du Sommer;267;Botafogo;BOT
652;Fernando Rodrigues Ferreira da Silva;Nandão;210;Caxias do Sul;CAX
665;João Felipe Baiocchi Vianna;João Felipe;55;Suzano;SUZ
667;Luiz Gustavo Alves Edwards;Luiz;3;Brasília Antigo;BRA
675;Ricardo Citrangulo Barbosa;Ricardo;18;Pinheiros;PIN
678;Matheus Marin De Freitas;Matheus Freitas;22;Vitória (ES);VIT
685;João Paulo de Sousa Lustosa;João Paulo;19;São José;SJO
698;Diego Gomes;Diego;23;L. Sorocabana;LSB
702;João Felipe Campos Magalhães de Sá;João de Sá;53;Basq. Cearense;CEA
711;Henrique Coelho;Coelho;267;Botafogo;BOT
715;Olintho Pereira Abrão Silva;Dida;20;Uberlândia;UBE
716;Rafael de Oliveira Silva;Rafael;19;São José;SJO
748;Vinicius Reis Lima;Vinicius Lima;23;L. Sorocabana;LSB
753;Vithor Henrique Juliatto;Juliatto;16;Minas;MIN
758;Wilson Carneiro de Lima Júnior;Wilsinho;16;Minas;MIN
772;Gorauskas;Gorauskas;14;Franca;FRA
773;Douglas Grokala Gorauskas;Gorauskas;21;Espírito Santo;ESB
774;Sylvester Morgan;Morgan;14;Franca;FRA
781;Rafael Mihossi da Silva;Taqua;17;Paulistano;CAP
782;Leonardo Klassmann Waszkiewicz;Leonardo;16;Minas;MIN
786;Diego Santana Conceição;Diego;267;Botafogo;BOT
789;Rafael Diogo da Silva;Rafinha;267;Botafogo;BOT
791;Pedro Pucci de Melo Rodrigues;Pedro;26;Assis;ASS
792;Roberto Dias Ferreira;Roberto;267;Botafogo;BOT
794;Isaac Rafael Gonçalves;Isaac;18;Pinheiros;PIN
796;Andre Bennett Laws;Laws;19;São José;SJO
797;Kenny Montrell Dawkins;Dawkins;18;Pinheiros;PIN
801;Ralfi Silva Ansaloni;Ansaloni;129;Rio Claro;RCB
